,Joke Number,Text,UserRating,CleanedTextNLTK,processedTextSpacy
54,55,"How many teddybears does it take to change a lightbulb? It takes only one teddybear, but it takes a whole lot of lightbulbs.",0.5944638808586404,many teddybears take change lightbulb take one teddybear take whole lot lightbulb,teddybear change lightbulb take teddybear take lot lightbulb
55,56,"The Chukcha (Russian Eskimo) phones up the Russian Parliament Building. A guard answers. Chukcha: ""What is required to become Parliament member?"" Guard: ""What are you, an idiot?"" Chukcha: ""Is it required?""",0.8437015531668218,chukcha russian eskimo phone russian parliament building guard answer chukcha required become parliament member guard idiot chukcha required,chukcha russian eskimo phone russian parliament building guard answer chukcha require parliament member guard idiot chukcha require
56,57,"Bill & Hillary are on a trip back to Arkansas. They're almost out of gas, so Bill pulls into a service station on the outskirts of town. The attendant runs out of the station to serve them when Hillary realizes it's an old boyfriend from high school. She and the attendant chat as he gases up their car and cleans the windows. Then they all say good-bye. As Bill pulls the car onto the road, he turns to Hillary and says, 'Now aren't you glad you married me and not him ? You could've been the wife of a grease monkey !' To which Hillary replied, 'No, Bill. If I would have married him, you'd be pumping gas and he would be the President !'",0.125558947529751,bill hillary trip back arkansas almost gas bill pull service station outskirt town attendant run station serve hillary realizes old boyfriend high school attendant chat gas car clean window say bill pull car onto road turn hillary say glad married could wife grease monkey hillary replied bill would married pumping gas would president,bill    hillary trip arkansas gas bill pull service station outskirt town attendant run station serve hillary realize old boyfriend high school attendant chat gas car clean window goodbye bill pull car road turn hillary say glad marry    wife grease monkey    hillary reply bill marry pump gas president
57,58,What did the Buddhist say to the hot dog vendor? Make me one with everything.,0.024020334922397,buddhist say hot dog vendor make one everything,buddhist hot dog vendor
58,59,"During a recent publicity outing, Hillary sneaked off to visit a fortune teller of some local repute. In a dark and hazy room, peering into a crystal ball, the mystic delivered grave news. ""There's no easy way to say this, so I'll just be blunt: Prepare yourself to be a widow. Your husband will die a violent and horrible death this year."" Visibly shaken, Hillary stared at the woman's lined face, then at the single flickering candle, then down at her hands. She took a few deep breaths to compose herself. She simply had to know. She met the fortune teller's gaze, steadied her voice, and asked her question. ""Will I be acquitted?""",0.372430386373687,recent publicity outing hillary sneaked visit fortune teller local repute dark hazy room peering crystal ball mystic delivered grave news easy way say blunt prepare widow husband die violent horrible death year visibly shaken hillary stared woman lined face single flickering candle hand took deep breath compose simply know met fortune teller gaze steadied voice asked question acquitted,recent publicity outing hillary sneak visit fortune teller local repute dark hazy room peer crystal ball mystic deliver grave news easy way    blunt prepare widow husband die violent horrible death year visibly shake hillary stare woman line face single flickering candle hand take deep breath compose simply know meet fortune teller gaze steadied voice ask question acquit
59,60,"A group of managers were given the assignment to measure the height of a flagpole. So they go out to the flagpole with ladders and tape measures, and they're falling off the ladders, dropping the tape measures - the whole thing is just a mess. An engineer comes along and sees what they're trying to do, walks over, pulls the flagpole out of the ground, lays it flat, measures it from end to end, gives the measurement to one of the managers and walks away. After the engineer has gone, one manager turns to another and laughs. ""Isn't that just like an engineer, we're looking for the height and he gives us the length.""",0.3996760367336066,group manager given assignment measure height flagpole go flagpole ladder tape measure falling ladder dropping tape measure whole thing mess engineer come along see trying walk pull flagpole ground lay flat measure end end give measurement one manager walk away engineer gone one manager turn another laugh like engineer looking height give u length,group manager give assignment measure height flagpole flagpole ladder tape measure fall ladder drop tape measure    thing mess engineer comes see try walk pull flagpole ground lay flat measure end end give measurement manager walk away engineer go manager turn laugh like engineer look height give length
60,61,"An engineer, a physicist and a mathematician are sleeping in a room. There is a fire in the room. The engineer wakes up, sees the fire, picks up the bucket of water and douses the fire and goes back to sleep. Again there is fire in the room. This time, the physicist wakes up, notices the bucket, fills it with water, calculates the optimal trajectory and douses the fire in minimum amount of water and goes back to sleep. Again there is fire. This time the mathematician wakes up. He looks at the fire, looks at the bucket and the water and exclaims, ""A solution exists"" and goes back to sleep.",0.8900076421245693,engineer physicist mathematician sleeping room fire room engineer wake see fire pick bucket water douses fire go back sleep fire room time physicist wake notice bucket fill water calculates optimal trajectory douses fire minimum amount water go back sleep fire time mathematician wake look fire look bucket water exclaims solution exists go back sleep,engineer physicist mathematician sleeping room fire room engineer wake see fire pick bucket water douse fire go sleep fire room time physicist wakes notice bucket fill water calculate optimal trajectory douse fire minimum water go sleep fire time mathematician wake look fire look bucket water exclaim solution exist go sleep
61,62,What is the rallying cry of the International Dyslexic Pride movement? Dyslexics Untie!,0.9356113778156164,rallying cry international dyslexic pride movement dyslexics untie,rally cry international dyslexic pride movement dyslexic untie
62,63,"Two Rednecks were seated at the end of a bar when a young lady seated a few stools up began to choke on a piece of hamburger. She was turning blue and obviously in serious respiratory distress. One said to the other, ""That gal there is having a bad time!"" The other agreed and said ""Think we should go help?"" ""You bet,"" said the first,and with that, he ran over and said, ""Can you breathe??"" She shook her head no. He said, ""Can you speak??"" She again shook her head no. With that, he pulled up her skirt and licked her on the butt. She was so shocked, she coughed up the obstruction and began to breathe-with great relief. The redneck walked back to his friend and said, ""Funny how that hind lick maneuver always works.""",0.5635556484127066,two redneck seated end bar young lady seated stool began choke piece hamburger turning blue obviously serious respiratory distress one said gal bad time agreed said think go help bet said first ran said breathe shook head said speak shook head pulled skirt licked butt shocked coughed obstruction began great relief redneck walked back friend said funny hind lick maneuver always work,redneck seat end bar young lady seat stool begin choke piece hamburger turn blue obviously respiratory distress say gal have bad time agree say think help bet say firstand ran say breathe shook head say speak shake head pull skirt licked butt shock coughed obstruction begin breathewith great relief redneck walk friend say funny hind lick maneuver work
63,64,"A lawyer opened the door of his BMW, when suddenly a car came along and hit the door, ripping it off completely. When the police arrived at the scene, the lawyer was complaining bitterly about the damage to his precious BMW. ""Officer, look what they've done to my Beeeeemer!!!"", he whined. ""You lawyers are so materialistic, you make me sick!!!"" retorted the officer. ""You're so worried about your stupid BMW, that you didn't even notice that your left arm was ripped off!!!"" ""Oh my gaaaad..."", replied the lawyer, finally noticing the bloody left shoulder where his arm once was. ""Where's my Rolex???!!!!""",0.3280950438071418,lawyer opened door bmw suddenly car came along hit door ripping completely police arrived scene lawyer complaining bitterly damage precious bmw officer look done beeeeemer whined lawyer materialistic make sick retorted officer worried stupid bmw even notice left arm ripped oh gaaaad replied lawyer finally noticing bloody left shoulder arm rolex,lawyer open door bmw suddenly car came hit door rip completely police arrive scene lawyer complain bitterly damage precious bmw officer look beeeeemer whined lawyer materialistic sick retort officer worry stupid bmw notice leave arm rip oh gaaaad ... reply lawyer finally notice bloody left shoulder arm rolex
64,65,"Once upon a time, two brooms fell in love and decided to get married. Before the ceremony, the bride broom informed the groom broom that she was expecting a little whiskbroom. The groom broom was aghast! ""How is this possible?"" he asked. ""We've never swept together!",0.8797901373405882,upon time two broom fell love decided get married ceremony bride broom informed groom broom expecting little whiskbroom groom broom aghast possible asked never swept together,time broom fall love decide married ceremony bride broom informed groom broom expect little whiskbroom groom broom aghast possible ask sweep
65,66,"A man piloting a hot air balloon discovers he has wandered off course and is hopelessly lost. He descends to a lower altitude and locates a man down on the ground. He lowers the balloon further and shouts ""Excuse me, can you tell me where I am?"" The man below says: ""Yes, you're in a hot air balloon, about 30 feet above this field."" ""You must work in Information Technology,"" says the balloonist. ""Yes I do,"" replies the man. ""And how did you know that?"" ""Well,"" says the balloonist, ""what you told me is technically correct, but of no use to anyone."" The man below says, ""You must work in management."" ""I do,"" replies the balloonist, ""how did you know?"" ""Well,"" says the man, ""you don't know where you are, or where you're going, but you expect my immediate help. You're in the same position you were before we met, but now it's my fault!""",0.920055334760205,man piloting hot air balloon discovers wandered course hopelessly lost descends lower altitude locates man ground lower balloon shout excuse tell man say yes hot air balloon foot field must work information technology say balloonist yes reply man know well say balloonist told technically correct use anyone man say must work management reply balloonist know well say man know going expect immediate help position met fault,man pilot hot air balloon discover wander course hopelessly lose descend low altitude locate man ground lower balloon shout excuse tell man say yes hot air balloon 30 foot field work information technology say balloonist yes reply man know say balloonist tell technically correct use man say work management reply balloonist know say man know going expect immediate help position meet fault
66,67,"This guys wife asks, ""Honey if I died would you remarry?"" and he replies, ""Well, after a considerable period of grieving, we all need companionship, I guess I would."" She then asks, ""If I died and you remarried, would she live in this house?"" and he replies, ""We've spent a lot of time and money getting this house just the way we want it. I'm not going to get rid of my house, I guess she would."" ""If I died and you remarried, and she lived in this house, would she sleep in our bed?"" and he says, ""That bed is brand new, we just paid two thousand dollars for it, it's going to last a long time, I guess she would."" So she asks, ""If I died and you remarried, and she lived in this house, and slept in our bed, would she use my golf clubs?"" ""Oh no, she's left handed.""",0.2873521242205152,guy wife asks honey died would remarry reply well considerable period grieving need companionship guess would asks died remarried would live house reply spent lot time money getting house way want going get rid house guess would died remarried lived house would sleep bed say bed brand new paid two thousand dollar going last long time guess would asks died remarried lived house slept bed would use golf club oh left handed,guy wife ask honey die remarry reply considerable period grieve need companionship guess ask die remarried live house reply spend lot time money get house way want go rid house guess die remarry live house sleep bed say bed brand new pay thousand dollar go long time guess ask die remarry live house sleep bed use golf club oh leave handed
67,68,How many feminists does it take to screw in a light bulb? That's not funny.,0.9177053717290368,many feminist take screw light bulb funny,feminist screw light bulb funny
68,69,"Employer to applicant: ""In this job we need someone who is responsible."" Applicant: ""I'm the one you want. On my last job, every time anything went wrong, they said I was responsible.""",0.9071574235735528,employer applicant job need someone responsible applicant one want last job every time anything went wrong said responsible,employer applicant job need responsible applicant    want job time go wrong say responsible
69,70,"At a recent Sacramento PC Users Group meeting, a company was demonstrating its latest speech- recognition software. A representative from the company was just about ready to start the demonstration and asked everyone in the room to quiet down. Just then someone in the back of the room yelled, ""Format C: Return."" Someone else chimed in: ""Yes, Return"" Unfortunately, the software worked.",0.6282500031439525,recent sacramento pc user group meeting company demonstrating latest recognition software representative company ready start demonstration asked everyone room quiet someone back room yelled format c return someone else chimed yes return unfortunately software worked,recent sacramento pc user group meeting company demonstrate late speech recognition software representative company ready start demonstration ask room quiet room yelled format c return chime yes return unfortunately software work
70,71,"On the first day of college, the Dean addressed the students, pointing out some of the rules: ""The female dormitory will be out-of-bounds for all male students and the male dormitory to the female students. Anybody caught breaking this rule will be finded $20 the first time."" He continued, ""Anybody caught breaking this rule the second time will be fined $60. Being caught a third time will cost you a fine of $180. Are there any questions ?"" At this point, a male student in the crowd inquired: ""How much for a season pass ?""",0.2723283529018467,first day college dean addressed student pointing rule female dormitory male student male dormitory female student anybody caught breaking rule finded first time continued anybody caught breaking rule second time fined caught third time cost fine question point male student crowd inquired much season pas,day college dean address student point rule female dormitory outofbound male student male dormitory female student anybody catch break rule find 20 time continue anybody catch break rule second time fine 60 catch time cost fine 180 question    point male student crowd inquire season pass
71,72,"Q: What is the difference between George Washington, Richard Nixon, and Bill Clinton? A: Washington couldn't tell a lie, Nixon couldn't tell the truth, and Clinton doesn't know the difference .",0.9329192447359996,q difference george washington richard nixon bill clinton washington could tell lie nixon could tell truth clinton know difference,q difference george washington richard nixon bill clinton washington tell lie nixon tell truth clinton know difference
72,73,"Q: How many stalkers does it take to change a light bulb? A: Two . One to replace the bulb, and the other to watch it day and night.",0.7246146400286528,q many stalker take change light bulb two one replace bulb watch day night,q stalker change light bulb replace bulb watch day night
73,74,Q: Do you know the difference between an intelligent male and the Sasquatch? A: There have been actual reported sightings of the Sasquatch .,0.1738994747504499,q know difference intelligent male sasquatch actual reported sighting sasquatch,q know difference intelligent male sasquatch actual report sighting sasquatch
74,75,"There once was a man and a woman that both got in a terrible car wreck. Both of their vehicles were completely destroyed, buy fortunately, no one was hurt. In thankfulness, the woman said to the man, 'We are both okay, so we should celebrate. I have a bottle of wine in my car, let's open it.' So the woman got the bottleout of the car, and handed it to the man. The man took a really big drink, and handed the woman the bottle. The woman closed the bottle and put it down. The man asked, 'Aren't you going to take a drink?' The woman cleverly replied, 'No, I think I'll just wait for the cops to get here.'",0.3900402381719742,man woman got terrible car wreck vehicle completely destroyed buy fortunately one hurt thankfulness woman said man okay celebrate bottle wine car let open woman got bottleout car handed man man took really big drink handed woman bottle woman closed bottle put man asked going take drink woman cleverly replied think wait cop get,man woman get terrible car wreck vehicle completely destroy buy fortunately hurt thankfulness woman say man okay celebrate bottle wine car let open woman get bottleout car handed man man take big drink handed woman bottle woman close bottle man ask go drink woman cleverly reply think    wait cop
75,76,If pro- is the opposite of con- then congress must be the opposite of progress.,0.9124886827943672,opposite congress must opposite progress,pro opposite con congress opposite progress
76,77,Q: What's the difference between the government and the Mafia? A: One of them is organized .,0.6556108039200406,q difference government mafia one organized,q difference government mafia organize
77,78,"Q: Ever wonder why the IRS calls it Form 1040? A: Because for every $50 that you earn, you get 10 and they get 40 .",0.8397499151703745,q ever wonder irs call form every earn get get,q wonder irs call form 1040 50 earn 10 40
78,79,Q. Did you hear about the dyslexic devil worshiper? A. He sold his soul to Santa.,0.4638188927105016,q hear dyslexic devil worshiper sold soul santa,q hear dyslexic devil worshiper sell soul santa
79,80,"Hillary, Bill Clinton and the Pope are sitting together on an airplane. Bill says ""I could throw one thousand dollar bill out of this plane and make one person very happy."" Hillary says ""I could throw 10 hundred dollar bills out of the plane and make 10 people very happy."" The Pope chips in and says "" I could throw Bill out of the airplane and make the whole country happy .""",0.7362371140669255,hillary bill clinton pope sitting together airplane bill say could throw one thousand dollar bill plane make one person happy hillary say could throw hundred dollar bill plane make people happy pope chip say could throw bill airplane make whole country happy,hillary bill clinton pope sit airplane bill say throw thousand dollar bill plane person happy hillary say throw 10 dollar bill plane 10 people happy pope chip say    throw bill airplane country happy
80,81,"An Asian man goes into a New York CityBank to exchange 10,000 yen for American Currency. The teller gives him $72.00. The next month the Asian man goes into the same bank with 10,000 yen and receives $62.00. He asks, ""How come? Only $62.00?"" The teller says ""Fluctuations- Fluctuations!"" Whereupon the Asian man looks back at the teller and says "" Fluk you Amelicans too !""",0.8517292243013638,asian man go new york citybank exchange yen american currency teller give next month asian man go bank yen receives asks come teller say fluctuation whereupon asian man look back teller say fluk amelicans,asian man go new york citybank exchange 10000 yen american currency teller give 72 00 month asian man go bank 10000 yen receive 62 00 ask come 62 00 teller say fluctuation fluctuation asian man look teller say    fluk amelican
81,82,"Q: How do you keep a computer programmer in the shower all day long? A: Give them a shampoo with a label that says ""rinse, lather, repeat"" .",0.6513263540793754,q keep computer programmer shower day long give shampoo label say rinse lather repeat,q computer programmer shower day long shampoo label say rinse lather repeat
82,83,"What a woman says : ""This place is a mess! C'mon, You and I need to clean up, Your stuff is lying on the floor and you'll have no clothes to wear, if we don't do laundry right now!"" What a man hears : blah, blah, blah, blah, C'mon blah, blah, blah, blah, you and I blah, blah, blah, blah, on the floor blah, blah, blah, blah, no clothes blah, blah, blah, blah, RIGHT NOW!",0.8775023163154674,woman say place mess need clean stuff lying floor clothes wear laundry right man hears blah blah blah blah blah blah blah blah blah blah blah blah floor blah blah blah blah clothes blah blah blah blah right,woman say    place mess cmon need clean stuff lie floor clothe wear laundry right man hear    blah blah blah blah cmon blah blah blah blah blah blah blah blah floor blah blah blah blah clothe blah blah blah blah right
83,84,"Q: What is the difference between Mechanical Engineers and Civil Engineers? A: Mechanical Engineers build weapons , Civil Engineers build targets .",0.6281606864756035,q difference mechanical engineer civil engineer mechanical engineer build weapon civil engineer build target,q difference mechanical engineer civil engineer mechanical engineer build weapon    civil engineer build target
84,85,Q: How many Presidents does it take to screw in a light bulb? A: It depends upon your definition of screwing a light bulb .,0.6527676661684987,q many president take screw light bulb depends upon definition screwing light bulb,q president screw light bulb depend definition screw light bulb
85,86,"A neutron walks into a bar and orders a drink. ""How much do I owe you?"" the neutron asks. The bartender replies, ""for you, no charge.""",0.5671678000774013,neutron walk bar order drink much owe neutron asks bartender reply charge,neutron walk bar order drink owe neutron ask bartender reply charge
86,87,"A man, recently completing a routine physical examination receives a phone call from his doctor. The doctor says, ""I have some good news and some bad news."" The man says, ""OK, give me the good news first."" The doctor says, ""The good news is, you have 24 hours to live."" The man replies, ""Shit! That's the good news? Then what's the bad news?"" The doctor says, ""The bad news is, I forgot to call you yesterday .""",0.8643060469432947,man recently completing routine physical examination receives phone call doctor doctor say good news bad news man say ok give good news first doctor say good news hour live man reply shit good news bad news doctor say bad news forgot call yesterday,man recently complete routine physical examination receive phone doctor doctor say good news bad news man say ok good news doctor say good news 24 hour live man reply shit good news bad news doctor say bad news forgot yesterday
87,88,"A Czechoslovakian man felt his eyesight was growing steadily worse, and felt it was time to go see an optometrist. The doctor started with some simple testing, and showed him a standard eye chart with letters of diminishing size: CRKBNWXSKZY. . . ""Can you read this?"" the doctor asked. ""Read it?"" the Czech answered. ""Doc, I know him!""",0.8771245714578242,czechoslovakian man felt eyesight growing steadily worse felt time go see optometrist doctor started simple testing showed standard eye chart letter diminishing size crkbnwxskzy read doctor asked read czech answered doc know,czechoslovakian man feel eyesight grow steadily worse feel time optometrist doctor start simple testing show standard eye chart letter diminish size crkbnwxskzy . . . read doctor ask read czech answer doc know
88,89,"A radio conversation of a US naval ship with Canadian authorities ... Americans: Please divert your course 15 degrees to the North to avoid a collision. Canadians: Recommend you divert YOUR course 15 degrees to the South to avoid a collision. Americans: This is the Captain of a US Navy ship. I say again, divert YOUR course. Canadians: No. I say again, you divert YOUR course. Americans: This is the aircraft carrier USS LINCOLN, the second largest ship in the United States' Atlantic Fleet. We are accompanied by three destroyers, three cruisers and numerous support vessels. I demand that you change your course 15 degrees north, that's ONE FIVE DEGREES NORTH, or counter-measures will be undertaken to ensure the safety of this ship. Canadians: This is a lighthouse. Your call .",0.966040142363291,radio conversation u naval ship canadian authority american please divert course degree north avoid collision canadian recommend divert course degree south avoid collision american captain u navy ship say divert course canadian say divert course american aircraft carrier us lincoln second largest ship united state atlantic fleet accompanied three destroyer three cruiser numerous support vessel demand change course degree north one five degree north undertaken ensure safety ship canadian lighthouse call,radio conversation naval ship canadian authority ... americans divert course 15 degree north avoid collision canadian recommend divert course 15 degree south avoid collision americans captain navy ship divert course canadian divert course americans aircraft carrier uss lincoln second large ship united states atlantic fleet accompany destroyer cruiser numerous support vessel demand change course 15 degree north degree north countermeasure undertake ensure safety ship canadian lighthouse
89,90,"A country guy goes into a city bar that has a dress code, and the maitre d' demands he wear a tie. Discouraged, the guy goes to his car to sulk when inspiration strikes: He's got jumper cables in the trunk! So he wraps them around his neck, sort of like a string tie (a bulky string tie to be sure) and returns to the bar. The maitre d' is reluctant, but says to the guy, ""Okay, you're a pretty resourceful fellow, you can come in... but just don't start anything""!",0.5913096286283207,country guy go city bar dress code maitre demand wear tie discouraged guy go car sulk inspiration strike got jumper cable trunk wrap around neck sort like string tie bulky string tie sure return bar maitre reluctant say guy okay pretty resourceful fellow come start anything,country guy go city bar dress code maitre d demand wear tie discourage guy go car sulk inspiration strike get jumper cable trunk wrap neck sort like string tie bulky string tie sure return bar maitre d reluctant say guy okay pretty resourceful fellow come ... start
90,91,Q: How many programmers does it take to change a lightbulb? A: NONE! That's a hardware problem....,0.8706902468389563,q many programmer take change lightbulb none hardware problem,q programmer change lightbulb hardware problem ...
91,92,"A Panda bear walks into a bar. Sits down at a table and orders a beer and a double cheeseburger. After he is finished eating, he pulls out a gun and rips the place with gunfire. Patrons scatter and dive under chairs and tables as the bear runs out the door. After ensuring that no one is hurt, the bartender races out the door, and calls after the bear ""What the hell did you do that for?"" The bear calls back, ""I'm a Panda bear. Look it up in the dictionary."" The bartender returns, pulls out his dictionary. panda : \Pan""da\, n. (Zo[""o]l.) A small Asiatic mammal (Ailurus fulgens) having fine soft fur. It is related to the bears, and inhabits the mountains of Northern India. Eats shoots and leaves.",0.7543190802777354,panda bear walk bar sits table order beer double cheeseburger finished eating pull gun rip place gunfire patron scatter dive chair table bear run door ensuring one hurt bartender race door call bear hell bear call back panda bear look dictionary bartender return pull dictionary panda zo small asiatic mammal ailurus fulgens fine soft fur related bear inhabits mountain northern india eats shoot leaf,panda bear walk bar sit table order beer double cheeseburger finish eat pull gun rip place gunfire patron scatter dive chair table bear run door ensure hurt bartender race door call bear hell bear call    panda bear look dictionary bartender return pull dictionary panda    panda n zool small asiatic mammal ailurus fulgen have fine soft fur relate bear inhabit mountain northern india eat shoot leave
92,93,"Early one morning a mother went to her sleeping son and woke him up. ""Wake up, son. It's time to go to school."" ""But why, Mama? I don't want to go to school."" ""Give me two reasons why you don't want to go to school."" ""One, all the children hate me. Two, all the teachers hate me,"" ""Oh! that's no reason. Come on, you have to go to school,"" ""Give me two good reasons WHY I should go to school?"" ""One, you are fifty-two years old. Two, you are the principal of the school.""",0.9047038263431124,early one morning mother went sleeping son woke wake son time go school mama want go school give two reason want go school one child hate two teacher hate oh reason come go school give two good reason go school one year old two principal school,early morning mother go sleep son wake wake son time school mama want school reason want school child hate teacher hate oh reason come school good reason school fiftytwo year old principal school
93,94,"Reaching the end of a job interview, the human resources person asked a young engineer fresh out of Stanford, ""And what starting salary were you looking for?"" The engineer said, ""In the neighborhood of $125,000 a year, depending on the benefits package."" The interviewer said, ""Well, what would you say to a package of 5-weeks vacation, 14 paid holidays, full medical and dental, company matching retirement fund to 50% of salary, and a company car leased every 2 years - say, a red Corvette?"" The Engineer sat up straight and said, ""Wow! Are you kidding ?"" And the interviewer replied, ""Yeah, but you started it.""",0.7470544700016736,reaching end job interview human resource person asked young engineer fresh stanford starting salary looking engineer said neighborhood year depending benefit package interviewer said well would say package vacation paid holiday full medical dental company matching retirement fund salary company car leased every year say red corvette engineer sat straight said wow kidding interviewer replied yeah started,reach end job interview human resource person ask young engineer fresh stanford start salary look engineer say neighborhood 125000 year depend benefit package interviewer say package 5weeks vacation 14 pay holiday medical dental company match retirement fund 50 salary company car lease 2 year    red corvette engineer sit straight say wow kid    interviewer reply yeah start
94,95,"Two atoms are walking down the street when one atom says to the other ""Oh, my! I've lost an electron!"" The second atom says""Are you sure"" The first replies ""I'm positive!""",0.7378804512444108,two atom walking street one atom say oh lost electron second atom say sure first reply positive,atom walk street atom say oh    lose electron second atom saysare sure reply    positive
95,96,"Just a thought .. Before criticizing someone, walk a mile in their shoes. Then when you do criticize them, you will be a mile away and have their shoes !",0.7978687168912821,thought criticizing someone walk mile shoe criticize mile away shoe,think .. criticize walk mile shoe criticize mile away shoe
96,97,"Two attorneys went into a diner and ordered two drinks. Then they produced sandwiches from their briefcases and started to eat. The owner became quite concerned and marched over and told them, ""You can't eat your own sandwiches in here!"" The attorneys looked at each other, shrugged their shoulders and then exchanged sandwiches.",0.8159440838722309,two attorney went diner ordered two drink produced sandwich briefcase started eat owner became quite concerned marched told ca eat sandwich attorney looked shrugged shoulder exchanged sandwich,attorney go diner order drink produce sandwich briefcase start eat owner concern march tell eat sandwich attorney look shrugged shoulder exchange sandwich
97,98,"A teacher is explaining to her class how different languages use negatives differently. She says, ""In all languages, a positive followed by a negative or a negative followed by a positive makes a negative. In some languages, two negatives together make a positive, while in others they make a negative. But in no language do two positives make a negative."" One of the students puts up his hand and says, ""Yeah, right.""",0.7047174743883199,teacher explaining class different language use negative differently say language positive followed negative negative followed positive make negative language two negative together make positive others make negative language two positive make negative one student put hand say yeah right,teacher explain class different language use negative differently say language positive follow negative negative follow positive make negative language negative positive negative language positive negative student put hand say yeah right
98,99,"Age and Womanhood 1. Between the ages of 13 and 18 ... She is like Africa, virgin and unexplored. 2. Between the ages of 19 and 35 ... She is like Asia, hot and exotic. 3. Between the ages of 36 and 45 ... She is like America, fully explored, breathtakingly beautiful,and free with her resources. 4. Between the ages of 46 and 56 ... She is like Europe, exhausted but still has points of interest. 5. After 56 she is like Australia ... Everybody knows it's down there, but who gives a damn?",0.490953742994065,age womanhood age like africa virgin unexplored age like asia hot exotic age like america fully explored breathtakingly beautiful free resource age like europe exhausted still point interest like australia everybody know give damn,age womanhood 1 age 13 18 ... like africa virgin unexplore 2 . age 19 35 ... like asia hot exotic 3 . age 36 45 ... like america fully explore breathtakingly beautifuland free resource 4 . age 46 56 ... like europe exhausted point interest 5 . 56 like australia ... everybody know give damn
99,100,A bus station is where a bus stops. A train station is where a train stops. On my desk I have a work station...,0.7533969619731737,bus station bus stop train station train stop desk work station,bus station bus stop train station train stops desk work station ..
