Joke Number,Text
66,", but now it 's my fault !"
67,"This guys wife asks , `` Honey if"
67,"asks , `` Honey if I died would"
67,Honey if I died would you remarry ?
67,died would you remarry ? '' and he
67,"remarry ? '' and he replies , ``"
67,"and he replies , `` Well , after"
67,", `` Well , after a considerable period"
67,", after a considerable period of grieving ,"
67,"considerable period of grieving , we all need"
67,"grieving , we all need companionship , I"
67,"all need companionship , I guess I would"
67,", I guess I would . '' She"
67,"I would . '' She then asks ,"
67,"'' She then asks , `` If I"
67,"asks , `` If I died and you"
67,"If I died and you remarried , would"
67,"and you remarried , would she live in"
67,", would she live in this house ?"
67,live in this house ? '' and he
67,"house ? '' and he replies , ``"
67,"and he replies , `` We 've spent"
67,", `` We 've spent a lot of"
67,'ve spent a lot of time and money
67,lot of time and money getting this house
67,and money getting this house just the way
67,this house just the way we want it
67,the way we want it . I 'm
67,want it . I 'm not going to
67,I 'm not going to get rid of
67,"going to get rid of my house ,"
67,"rid of my house , I guess she"
67,"house , I guess she would . ''"
67,guess she would . '' `` If I
67,. '' `` If I died and you
67,"If I died and you remarried , and"
67,"and you remarried , and she lived in"
67,", and she lived in this house ,"
67,"lived in this house , would she sleep"
67,"house , would she sleep in our bed"
67,she sleep in our bed ? '' and
67,"our bed ? '' and he says ,"
67,"'' and he says , `` That bed"
67,"says , `` That bed is brand new"
67,"That bed is brand new , we just"
67,"brand new , we just paid two thousand"
67,we just paid two thousand dollars for it
67,"two thousand dollars for it , it 's"
67,"for it , it 's going to last"
67,it 's going to last a long time
67,"to last a long time , I guess"
67,"long time , I guess she would ."
67,I guess she would . '' So she
67,"would . '' So she asks , ``"
67,"So she asks , `` If I died"
67,", `` If I died and you remarried"
67,"I died and you remarried , and she"
67,"you remarried , and she lived in this"
67,"and she lived in this house , and"
67,"in this house , and slept in our"
67,", and slept in our bed , would"
67,"in our bed , would she use my"
67,", would she use my golf clubs ?"
67,use my golf clubs ? '' `` Oh
67,"clubs ? '' `` Oh no , she"
67,"`` Oh no , she 's left handed"
68,How many feminists does it take to screw
68,does it take to screw in a light
68,to screw in a light bulb ? That
68,a light bulb ? That 's not funny
69,Employer to applicant : `` In this job
69,: `` In this job we need someone
69,this job we need someone who is responsible
69,need someone who is responsible . '' Applicant
69,is responsible . '' Applicant : `` I
69,'' Applicant : `` I 'm the one
69,`` I 'm the one you want .
69,the one you want . On my last
69,"want . On my last job , every"
69,"my last job , every time anything went"
69,", every time anything went wrong , they"
69,"anything went wrong , they said I was"
69,", they said I was responsible . ''"
70,At a recent Sacramento PC Users Group meeting
70,"Sacramento PC Users Group meeting , a company"
70,"Group meeting , a company was demonstrating its"
70,a company was demonstrating its latest speech- recognition
70,demonstrating its latest speech- recognition software . A
70,speech- recognition software . A representative from the
70,. A representative from the company was just
70,from the company was just about ready to
70,was just about ready to start the demonstration
70,ready to start the demonstration and asked everyone
70,the demonstration and asked everyone in the room
70,asked everyone in the room to quiet down
70,the room to quiet down . Just then
70,quiet down . Just then someone in the
70,Just then someone in the back of the
70,"in the back of the room yelled ,"
70,"of the room yelled , `` Format C"
70,"yelled , `` Format C : Return ."
70,Format C : Return . '' Someone else
70,Return . '' Someone else chimed in :
70,"Someone else chimed in : `` Yes ,"
70,"in : `` Yes , Return '' Unfortunately"
70,"Yes , Return '' Unfortunately , the software"
71,"On the first day of college , the"
71,"day of college , the Dean addressed the"
71,", the Dean addressed the students , pointing"
71,"addressed the students , pointing out some of"
71,", pointing out some of the rules :"
71,some of the rules : `` The female
71,rules : `` The female dormitory will be
71,The female dormitory will be out-of-bounds for all
71,will be out-of-bounds for all male students and
71,for all male students and the male dormitory
71,students and the male dormitory to the female
71,male dormitory to the female students . Anybody
71,the female students . Anybody caught breaking this
71,. Anybody caught breaking this rule will be
71,breaking this rule will be finded $ 20
71,will be finded $ 20 the first time
71,$ 20 the first time . '' He
71,"first time . '' He continued , ``"
71,"'' He continued , `` Anybody caught breaking"
71,", `` Anybody caught breaking this rule the"
71,caught breaking this rule the second time will
71,rule the second time will be fined $
71,time will be fined $ 60 . Being
71,fined $ 60 . Being caught a third
71,. Being caught a third time will cost
71,a third time will cost you a fine
71,will cost you a fine of $ 180
71,a fine of $ 180 . Are there
71,$ 180 . Are there any questions ?
71,Are there any questions ? '' At this
71,"questions ? '' At this point , a"
71,"At this point , a male student in"
71,", a male student in the crowd inquired"
71,student in the crowd inquired : `` How
71,crowd inquired : `` How much for a
71,`` How much for a season pass ?
72,Q : What is the difference between George
72,"is the difference between George Washington , Richard"
72,"between George Washington , Richard Nixon , and"
72,", Richard Nixon , and Bill Clinton ?"
72,", and Bill Clinton ? A : Washington"
72,Clinton ? A : Washington could n't tell
72,": Washington could n't tell a lie ,"
72,"n't tell a lie , Nixon could n't"
72,"lie , Nixon could n't tell the truth"
72,"could n't tell the truth , and Clinton"
72,"the truth , and Clinton does n't know"
72,and Clinton does n't know the difference .
73,Q : How many stalkers does it take
73,many stalkers does it take to change a
73,it take to change a light bulb ?
73,change a light bulb ? A : Two
73,bulb ? A : Two . One to
73,: Two . One to replace the bulb
73,"One to replace the bulb , and the"
73,"the bulb , and the other to watch"
73,and the other to watch it day and
74,Q : Do you know the difference between
74,you know the difference between an intelligent male
74,difference between an intelligent male and the Sasquatch
74,intelligent male and the Sasquatch ? A :
74,the Sasquatch ? A : There have been
74,A : There have been actual reported sightings
74,have been actual reported sightings of the Sasquatch
75,There once was a man and a woman
75,a man and a woman that both got
75,a woman that both got in a terrible
75,both got in a terrible car wreck .
75,a terrible car wreck . Both of their
75,wreck . Both of their vehicles were completely
75,"of their vehicles were completely destroyed , buy"
75,"were completely destroyed , buy fortunately , no"
75,", buy fortunately , no one was hurt"
75,", no one was hurt . In thankfulness"
75,"was hurt . In thankfulness , the woman"
75,"In thankfulness , the woman said to the"
75,"the woman said to the man , 'We"
75,"to the man , 'We are both okay"
75,", 'We are both okay , so we"
75,"both okay , so we should celebrate ."
75,so we should celebrate . I have a
75,celebrate . I have a bottle of wine
75,have a bottle of wine in my car
75,"of wine in my car , let 's"
75,"my car , let 's open it ."
75,let 's open it . ' So the
75,it . ' So the woman got the
75,So the woman got the bottleout of the
75,"got the bottleout of the car , and"
75,"of the car , and handed it to"
75,", and handed it to the man ."
75,it to the man . The man took
75,man . The man took a really big
75,"man took a really big drink , and"
75,"really big drink , and handed the woman"
75,", and handed the woman the bottle ."
75,the woman the bottle . The woman closed
75,bottle . The woman closed the bottle and
75,woman closed the bottle and put it down
75,bottle and put it down . The man
75,"it down . The man asked , 'Are"
75,"The man asked , 'Are n't you going"
75,", 'Are n't you going to take a"
75,you going to take a drink ? '
75,take a drink ? ' The woman cleverly
75,"? ' The woman cleverly replied , 'No"
75,"woman cleverly replied , 'No , I think"
75,", 'No , I think I 'll just"
75,I think I 'll just wait for the
75,'ll just wait for the cops to get
75,for the cops to get here . '
76,If pro- is the opposite of con- then
76,the opposite of con- then congress must be
76,con- then congress must be the opposite of
77,Q : What 's the difference between the
77,'s the difference between the government and the
77,between the government and the Mafia ? A
77,and the Mafia ? A : One of
77,? A : One of them is organized
78,Q : Ever wonder why the IRS calls
78,wonder why the IRS calls it Form 1040
78,IRS calls it Form 1040 ? A :
78,Form 1040 ? A : Because for every
78,A : Because for every $ 50 that
78,"for every $ 50 that you earn ,"
78,"50 that you earn , you get 10"
78,"earn , you get 10 and they get"
79,Q . Did you hear about the dyslexic
79,you hear about the dyslexic devil worshiper ?
79,the dyslexic devil worshiper ? A . He
79,worshiper ? A . He sold his soul
79,. He sold his soul to Santa .
80,"Hillary , Bill Clinton and the Pope are"
80,Clinton and the Pope are sitting together on
80,Pope are sitting together on an airplane .
80,together on an airplane . Bill says ``
80,airplane . Bill says `` I could throw
80,says `` I could throw one thousand dollar
80,could throw one thousand dollar bill out of
80,thousand dollar bill out of this plane and
80,out of this plane and make one person
80,plane and make one person very happy .
80,one person very happy . '' Hillary says
80,happy . '' Hillary says `` I could
80,Hillary says `` I could throw 10 hundred
80,I could throw 10 hundred dollar bills out
80,10 hundred dollar bills out of the plane
80,bills out of the plane and make 10
80,the plane and make 10 people very happy
80,make 10 people very happy . '' The
80,very happy . '' The Pope chips in
80,'' The Pope chips in and says ``
80,chips in and says `` I could throw
80,says `` I could throw Bill out of
80,could throw Bill out of the airplane and
80,out of the airplane and make the whole
80,airplane and make the whole country happy .
81,An Asian man goes into a New York
81,goes into a New York CityBank to exchange
81,"New York CityBank to exchange 10,000 yen for"
81,"to exchange 10,000 yen for American Currency ."
81,yen for American Currency . The teller gives
81,Currency . The teller gives him $ 72.00
81,teller gives him $ 72.00 . The next
81,$ 72.00 . The next month the Asian
81,The next month the Asian man goes into
81,the Asian man goes into the same bank
81,"goes into the same bank with 10,000 yen"
81,"same bank with 10,000 yen and receives $"
81,"10,000 yen and receives $ 62.00 . He"
81,"receives $ 62.00 . He asks , ``"
81,". He asks , `` How come ?"
81,", `` How come ? Only $ 62.00"
81,come ? Only $ 62.00 ? '' The
81,$ 62.00 ? '' The teller says ``
81,'' The teller says `` Fluctuations- Fluctuations !
81,says `` Fluctuations- Fluctuations ! '' Whereupon the
81,Fluctuations ! '' Whereupon the Asian man looks
81,Whereupon the Asian man looks back at the
81,man looks back at the teller and says
81,at the teller and says `` Fluk you
81,and says `` Fluk you Amelicans too !
82,Q : How do you keep a computer
82,do you keep a computer programmer in the
82,a computer programmer in the shower all day
82,in the shower all day long ? A
82,all day long ? A : Give them
82,? A : Give them a shampoo with
82,Give them a shampoo with a label that
82,shampoo with a label that says `` rinse
82,"label that says `` rinse , lather ,"
82,"`` rinse , lather , repeat '' ."
83,What a woman says : `` This place
83,says : `` This place is a mess
83,"This place is a mess ! C'mon ,"
83,"a mess ! C'mon , You and I"
83,"C'mon , You and I need to clean"
83,"and I need to clean up , Your"
83,"to clean up , Your stuff is lying"
83,", Your stuff is lying on the floor"
83,is lying on the floor and you 'll
83,the floor and you 'll have no clothes
83,"you 'll have no clothes to wear ,"
83,"no clothes to wear , if we do"
83,"wear , if we do n't do laundry"
83,we do n't do laundry right now !
83,do laundry right now ! '' What a
83,now ! '' What a man hears :
83,"What a man hears : blah , blah"
83,"hears : blah , blah , blah ,"
83,", blah , blah , blah , C'mon"
83,"blah , blah , C'mon blah , blah"
83,", C'mon blah , blah , blah ,"
83,", blah , blah , blah , you"
83,"blah , blah , you and I blah"
83,", you and I blah , blah ,"
83,"I blah , blah , blah , blah"
83,"blah , blah , blah , on the"
83,", blah , on the floor blah ,"
83,"on the floor blah , blah , blah"
83,"blah , blah , blah , blah ,"
83,", blah , blah , no clothes blah"
83,"blah , no clothes blah , blah ,"
83,"clothes blah , blah , blah , blah"
83,"blah , blah , blah , RIGHT NOW"
84,Q : What is the difference between Mechanical
84,is the difference between Mechanical Engineers and Civil
84,between Mechanical Engineers and Civil Engineers ? A
84,and Civil Engineers ? A : Mechanical Engineers
84,"? A : Mechanical Engineers build weapons ,"
84,"Mechanical Engineers build weapons , Civil Engineers build"
85,Q : How many Presidents does it take
85,many Presidents does it take to screw in
85,it take to screw in a light bulb
85,screw in a light bulb ? A :
85,light bulb ? A : It depends upon
85,A : It depends upon your definition of
85,depends upon your definition of screwing a light
86,A neutron walks into a bar and orders
86,into a bar and orders a drink .
86,and orders a drink . `` How much
86,drink . `` How much do I owe
86,How much do I owe you ? ''
86,I owe you ? '' the neutron asks
86,? '' the neutron asks . The bartender
86,"neutron asks . The bartender replies , ``"
86,"The bartender replies , `` for you ,"
86,", `` for you , no charge ."
87,"A man , recently completing a routine physical"
87,recently completing a routine physical examination receives a
87,routine physical examination receives a phone call from
87,receives a phone call from his doctor .
87,call from his doctor . The doctor says
87,"doctor . The doctor says , `` I"
87,"doctor says , `` I have some good"
87,`` I have some good news and some
87,some good news and some bad news .
87,and some bad news . '' The man
87,"news . '' The man says , ``"
87,"The man says , `` OK , give"
87,", `` OK , give me the good"
87,", give me the good news first ."
87,the good news first . '' The doctor
87,"first . '' The doctor says , ``"
87,"The doctor says , `` The good news"
87,", `` The good news is , you"
87,"good news is , you have 24 hours"
87,", you have 24 hours to live ."
87,24 hours to live . '' The man
87,"live . '' The man replies , ``"
87,"The man replies , `` Shit ! That"
87,", `` Shit ! That 's the good"
87,! That 's the good news ? Then
87,the good news ? Then what 's the
87,? Then what 's the bad news ?
87,'s the bad news ? '' The doctor
87,"news ? '' The doctor says , ``"
87,"The doctor says , `` The bad news"
87,", `` The bad news is , I"
87,"bad news is , I forgot to call"
87,", I forgot to call you yesterday ."
88,A Czechoslovakian man felt his eyesight was growing
88,"felt his eyesight was growing steadily worse ,"
88,"was growing steadily worse , and felt it"
88,"worse , and felt it was time to"
88,felt it was time to go see an
88,time to go see an optometrist . The
88,see an optometrist . The doctor started with
88,. The doctor started with some simple testing
88,"started with some simple testing , and showed"
88,"simple testing , and showed him a standard"
88,and showed him a standard eye chart with
88,a standard eye chart with letters of diminishing
88,chart with letters of diminishing size : CRKBNWXSKZY
88,of diminishing size : CRKBNWXSKZY . . .
88,: CRKBNWXSKZY . . . `` Can you
88,. . `` Can you read this ?
88,Can you read this ? '' the doctor
88,this ? '' the doctor asked . ``
88,the doctor asked . `` Read it ?
88,. `` Read it ? '' the Czech
88,it ? '' the Czech answered . ``
88,"the Czech answered . `` Doc , I"
88,". `` Doc , I know him !"
89,A radio conversation of a US naval ship
89,of a US naval ship with Canadian authorities
89,naval ship with Canadian authorities ... Americans :
89,Canadian authorities ... Americans : Please divert your
89,Americans : Please divert your course 15 degrees
89,divert your course 15 degrees to the North
89,15 degrees to the North to avoid a
89,the North to avoid a collision . Canadians
89,avoid a collision . Canadians : Recommend you
89,. Canadians : Recommend you divert YOUR course
89,Recommend you divert YOUR course 15 degrees to
89,YOUR course 15 degrees to the South to
89,degrees to the South to avoid a collision
89,South to avoid a collision . Americans :
89,a collision . Americans : This is the
89,Americans : This is the Captain of a
89,is the Captain of a US Navy ship
89,of a US Navy ship . I say
89,"Navy ship . I say again , divert"
89,"I say again , divert YOUR course ."
89,", divert YOUR course . Canadians : No"
89,course . Canadians : No . I say
89,": No . I say again , you"
89,"I say again , you divert YOUR course"
89,", you divert YOUR course . Americans :"
89,YOUR course . Americans : This is the
89,Americans : This is the aircraft carrier USS
89,"is the aircraft carrier USS LINCOLN , the"
89,"carrier USS LINCOLN , the second largest ship"
89,", the second largest ship in the United"
89,largest ship in the United States ' Atlantic
89,the United States ' Atlantic Fleet . We
89,' Atlantic Fleet . We are accompanied by
89,". We are accompanied by three destroyers ,"
89,"accompanied by three destroyers , three cruisers and"
89,"destroyers , three cruisers and numerous support vessels"
89,cruisers and numerous support vessels . I demand
89,support vessels . I demand that you change
89,I demand that you change your course 15
89,"you change your course 15 degrees north ,"
89,"course 15 degrees north , that 's ONE"
89,"north , that 's ONE FIVE DEGREES NORTH"
89,"'s ONE FIVE DEGREES NORTH , or counter-measures"
89,"DEGREES NORTH , or counter-measures will be undertaken"
89,or counter-measures will be undertaken to ensure the
89,be undertaken to ensure the safety of this
89,ensure the safety of this ship . Canadians
89,of this ship . Canadians : This is
89,. Canadians : This is a lighthouse .
89,This is a lighthouse . Your call .
90,A country guy goes into a city bar
90,goes into a city bar that has a
90,"city bar that has a dress code ,"
90,"has a dress code , and the maitre"
90,"code , and the maitre d ' demands"
90,the maitre d ' demands he wear a
90,' demands he wear a tie . Discouraged
90,"wear a tie . Discouraged , the guy"
90,". Discouraged , the guy goes to his"
90,the guy goes to his car to sulk
90,to his car to sulk when inspiration strikes
90,to sulk when inspiration strikes : He 's
90,inspiration strikes : He 's got jumper cables
90,He 's got jumper cables in the trunk
90,jumper cables in the trunk ! So he
90,the trunk ! So he wraps them around
90,"So he wraps them around his neck ,"
90,"them around his neck , sort of like"
90,"neck , sort of like a string tie"
90,of like a string tie ( a bulky
90,string tie ( a bulky string tie to
90,a bulky string tie to be sure )
90,tie to be sure ) and returns to
90,sure ) and returns to the bar .
90,returns to the bar . The maitre d
90,bar . The maitre d ' is reluctant
90,"maitre d ' is reluctant , but says"
90,"is reluctant , but says to the guy"
90,"but says to the guy , `` Okay"
90,"the guy , `` Okay , you 're"
90,"`` Okay , you 're a pretty resourceful"
90,"you 're a pretty resourceful fellow , you"
90,"pretty resourceful fellow , you can come in"
90,", you can come in ... but just"
90,come in ... but just do n't start
90,but just do n't start anything '' !
91,Q : How many programmers does it take
91,many programmers does it take to change a
91,it take to change a lightbulb ? A
91,change a lightbulb ? A : NONE !
91,? A : NONE ! That 's a
91,NONE ! That 's a hardware problem ....
92,A Panda bear walks into a bar .
92,walks into a bar . Sits down at
92,bar . Sits down at a table and
92,down at a table and orders a beer
92,table and orders a beer and a double
92,a beer and a double cheeseburger . After
92,a double cheeseburger . After he is finished
92,". After he is finished eating , he"
92,"is finished eating , he pulls out a"
92,", he pulls out a gun and rips"
92,out a gun and rips the place with
92,and rips the place with gunfire . Patrons
92,place with gunfire . Patrons scatter and dive
92,. Patrons scatter and dive under chairs and
92,and dive under chairs and tables as the
92,chairs and tables as the bear runs out
92,as the bear runs out the door .
92,runs out the door . After ensuring that
92,door . After ensuring that no one is
92,"ensuring that no one is hurt , the"
92,"one is hurt , the bartender races out"
92,", the bartender races out the door ,"
92,"races out the door , and calls after"
92,"door , and calls after the bear ``"
92,calls after the bear `` What the hell
92,bear `` What the hell did you do
92,the hell did you do that for ?
92,you do that for ? '' The bear
92,"for ? '' The bear calls back ,"
92,"The bear calls back , `` I 'm"
92,"back , `` I 'm a Panda bear"
92,I 'm a Panda bear . Look it
92,Panda bear . Look it up in the
92,Look it up in the dictionary . ''
92,in the dictionary . '' The bartender returns
92,". '' The bartender returns , pulls out"
92,"bartender returns , pulls out his dictionary ."
92,pulls out his dictionary . panda : \Pan
92,"dictionary . panda : \Pan '' da\ ,"
92,": \Pan '' da\ , n. ( Zo"
92,"da\ , n. ( Zo [ `` o"
92,( Zo [ `` o ] l. )
92,`` o ] l. ) A small Asiatic
92,l. ) A small Asiatic mammal ( Ailurus
92,small Asiatic mammal ( Ailurus fulgens ) having
92,( Ailurus fulgens ) having fine soft fur
92,) having fine soft fur . It is
92,soft fur . It is related to the
92,"It is related to the bears , and"
92,"to the bears , and inhabits the mountains"
92,", and inhabits the mountains of Northern India"
92,the mountains of Northern India . Eats shoots
92,Northern India . Eats shoots and leaves .
93,Early one morning a mother went to her
93,a mother went to her sleeping son and
93,to her sleeping son and woke him up
93,son and woke him up . `` Wake
93,"him up . `` Wake up , son"
93,"`` Wake up , son . It 's"
93,", son . It 's time to go"
93,It 's time to go to school .
93,to go to school . '' `` But
93,"school . '' `` But why , Mama"
93,"`` But why , Mama ? I do"
93,", Mama ? I do n't want to"
93,I do n't want to go to school
93,want to go to school . '' ``
93,to school . '' `` Give me two
93,'' `` Give me two reasons why you
93,me two reasons why you do n't want
93,why you do n't want to go to
93,n't want to go to school . ''
93,"go to school . '' `` One ,"
93,". '' `` One , all the children"
93,"One , all the children hate me ."
93,"the children hate me . Two , all"
93,"me . Two , all the teachers hate"
93,", all the teachers hate me , ''"
93,"teachers hate me , '' `` Oh !"
93,", '' `` Oh ! that 's no"
93,Oh ! that 's no reason . Come
93,"'s no reason . Come on , you"
93,". Come on , you have to go"
93,", you have to go to school ,"
93,"to go to school , '' `` Give"
93,"school , '' `` Give me two good"
93,`` Give me two good reasons WHY I
93,two good reasons WHY I should go to
93,WHY I should go to school ? ''
93,"go to school ? '' `` One ,"
93,"? '' `` One , you are fifty-two"
93,"One , you are fifty-two years old ."
93,"are fifty-two years old . Two , you"
93,"old . Two , you are the principal"
93,", you are the principal of the school"
94,"Reaching the end of a job interview ,"
94,"of a job interview , the human resources"
94,"interview , the human resources person asked a"
94,human resources person asked a young engineer fresh
94,asked a young engineer fresh out of Stanford
94,"engineer fresh out of Stanford , `` And"
94,"of Stanford , `` And what starting salary"
94,`` And what starting salary were you looking
94,starting salary were you looking for ? ''
94,you looking for ? '' The engineer said
94,"? '' The engineer said , `` In"
94,"engineer said , `` In the neighborhood of"
94,"`` In the neighborhood of $ 125,000 a"
94,"neighborhood of $ 125,000 a year , depending"
94,"125,000 a year , depending on the benefits"
94,", depending on the benefits package . ''"
94,the benefits package . '' The interviewer said
94,". '' The interviewer said , `` Well"
94,"interviewer said , `` Well , what would"
94,"`` Well , what would you say to"
94,what would you say to a package of
94,"say to a package of 5-weeks vacation ,"
94,"package of 5-weeks vacation , 14 paid holidays"
94,"vacation , 14 paid holidays , full medical"
94,"paid holidays , full medical and dental ,"
94,"full medical and dental , company matching retirement"
94,"dental , company matching retirement fund to 50"
94,matching retirement fund to 50 % of salary
94,"to 50 % of salary , and a"
94,"of salary , and a company car leased"
94,and a company car leased every 2 years
94,"car leased every 2 years - say ,"
94,"2 years - say , a red Corvette"
94,"say , a red Corvette ? '' The"
94,red Corvette ? '' The Engineer sat up
94,'' The Engineer sat up straight and said
94,"sat up straight and said , `` Wow"
94,"and said , `` Wow ! Are you"
94,`` Wow ! Are you kidding ? ''
94,Are you kidding ? '' And the interviewer
94,"? '' And the interviewer replied , ``"
94,"the interviewer replied , `` Yeah , but"
94,", `` Yeah , but you started it"
95,Two atoms are walking down the street when
95,walking down the street when one atom says
95,street when one atom says to the other
95,"atom says to the other `` Oh ,"
95,"the other `` Oh , my ! I"
95,"Oh , my ! I 've lost an"
95,! I 've lost an electron ! ''
95,lost an electron ! '' The second atom
95,! '' The second atom says '' Are
95,second atom says '' Are you sure ''
95,'' Are you sure '' The first replies
95,sure '' The first replies `` I 'm
95,first replies `` I 'm positive ! ''
96,"Just a thought .. Before criticizing someone ,"
96,".. Before criticizing someone , walk a mile"
96,"someone , walk a mile in their shoes"
96,a mile in their shoes . Then when
96,their shoes . Then when you do criticize
96,"Then when you do criticize them , you"
96,"do criticize them , you will be a"
96,", you will be a mile away and"
96,be a mile away and have their shoes
97,Two attorneys went into a diner and ordered
97,into a diner and ordered two drinks .
97,and ordered two drinks . Then they produced
97,drinks . Then they produced sandwiches from their
97,they produced sandwiches from their briefcases and started
97,from their briefcases and started to eat .
97,and started to eat . The owner became
97,eat . The owner became quite concerned and
97,owner became quite concerned and marched over and
97,"concerned and marched over and told them ,"
97,"over and told them , `` You ca"
97,"them , `` You ca n't eat your"
97,You ca n't eat your own sandwiches in
97,eat your own sandwiches in here ! ''
97,sandwiches in here ! '' The attorneys looked
97,! '' The attorneys looked at each other
97,"attorneys looked at each other , shrugged their"
97,"each other , shrugged their shoulders and then"
97,shrugged their shoulders and then exchanged sandwiches .
98,A teacher is explaining to her class how
98,explaining to her class how different languages use
98,class how different languages use negatives differently .
98,"languages use negatives differently . She says ,"
98,"differently . She says , `` In all"
98,"says , `` In all languages , a"
98,"In all languages , a positive followed by"
98,", a positive followed by a negative or"
98,followed by a negative or a negative followed
98,negative or a negative followed by a positive
98,negative followed by a positive makes a negative
98,a positive makes a negative . In some
98,"a negative . In some languages , two"
98,"In some languages , two negatives together make"
98,", two negatives together make a positive ,"
98,"together make a positive , while in others"
98,"positive , while in others they make a"
98,in others they make a negative . But
98,make a negative . But in no language
98,. But in no language do two positives
98,no language do two positives make a negative
98,two positives make a negative . '' One
98,a negative . '' One of the students
98,'' One of the students puts up his
98,the students puts up his hand and says
98,"up his hand and says , `` Yeah"
98,"and says , `` Yeah , right ."
99,Age and Womanhood 1 . Between the ages
99,1 . Between the ages of 13 and
99,the ages of 13 and 18 ... She
99,13 and 18 ... She is like Africa
99,"... She is like Africa , virgin and"
99,"like Africa , virgin and unexplored . 2"
99,virgin and unexplored . 2 . Between the
99,. 2 . Between the ages of 19
99,Between the ages of 19 and 35 ...
99,of 19 and 35 ... She is like
99,"35 ... She is like Asia , hot"
99,"is like Asia , hot and exotic ."
99,", hot and exotic . 3 . Between"
99,exotic . 3 . Between the ages of
99,. Between the ages of 36 and 45
99,ages of 36 and 45 ... She is
99,"and 45 ... She is like America ,"
99,"She is like America , fully explored ,"
99,"America , fully explored , breathtakingly beautiful ,"
99,"explored , breathtakingly beautiful , and free with"
99,"beautiful , and free with her resources ."
99,free with her resources . 4 . Between
99,resources . 4 . Between the ages of
99,. Between the ages of 46 and 56
99,ages of 46 and 56 ... She is
99,"and 56 ... She is like Europe ,"
99,"She is like Europe , exhausted but still"
99,"Europe , exhausted but still has points of"
99,but still has points of interest . 5
99,points of interest . 5 . After 56
99,. 5 . After 56 she is like
99,After 56 she is like Australia ... Everybody
99,is like Australia ... Everybody knows it 's
99,"... Everybody knows it 's down there ,"
99,"it 's down there , but who gives"
99,"there , but who gives a damn ?"
100,A bus station is where a bus stops
100,is where a bus stops . A train
100,bus stops . A train station is where
100,A train station is where a train stops
100,is where a train stops . On my
100,train stops . On my desk I have
100,On my desk I have a work station
